CUSTOMER_ID|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|default.payment.next.month
1043|290000.0|2|2|2|41|-1|0|0|0|0|0|32192.0|32595.0|14688.0|17105.0|18875.0|21304.0|2500.0|13500.0|3000.0|3000.0|3000.0|2000.0|0
25706|20000.0|2|2|2|22|0|0|0|0|0|0|18011.0|19389.0|17628.0|16694.0|19040.0|18631.0|2000.0|1494.0|2000.0|5000.0|2000.0|1094.0|0
26046|360000.0|1|1|1|36|-2|-2|-2|-2|-2|-2|8162.0|3141.0|587.0|1647.0|1745.0|597.0|3144.0|590.0|1670.0|1748.0|600.0|11883.0|0
5750|340000.0|1|2|1|35|0|0|0|0|0|0|292302.0|88857.0|92068.0|91367.0|89601.0|86899.0|3904.0|4708.0|3163.0|3209.0|3102.0|3194.0|0
13248|50000.0|2|2|1|38|-2|-2|-1|0|0|2|18750.0|0.0|31288.0|27335.0|30626.0|29921.0|0.0|95000.0|1000.0|3700.0|16.0|518.0|0
25680|340000.0|2|2|1|43|-2|-2|-2|-2|-2|-2|33245.0|249.0|27476.0|0.0|0.0|24272.0|249.0|27477.0|0.0|0.0|24272.0|11008.0|0
16666|230000.0|2|1|2|27|-2|-2|-2|-2|-2|-2|2978.0|6666.0|1951.0|67101.0|5136.0|10316.0|7000.0|1951.0|67101.0|5142.0|10316.0|5720.0|0
4784|150000.0|2|1|2|27|-1|-1|-1|0|0|-2|222.0|3.0|3359.0|2924.0|0.0|0.0|3.0|3461.0|261.0|0.0|0.0|0.0|0
26264|80000.0|1|1|1|34|0|0|2|2|2|0|73839.0|78934.0|76649.0|81845.0|80021.0|82334.0|6700.0|0.0|7500.0|0.0|4200.0|3000.0|1
16832|60000.0|2|2|1|25|0|0|0|0|0|0|20636.0|21367.0|22334.0|22426.0|22240.0|25378.0|1369.0|1336.0|927.0|801.0|4000.0|5000.0|1
8242|500000.0|2|1|2|28|2|0|0|2|0|0|98541.0|102052.0|111690.0|78070.0|78376.0|80912.0|6000.0|13151.0|0.0|3000.0|5000.0|10000.0|1
2391|210000.0|2|1|2|28|-1|-1|-1|0|0|0|11442.0|3738.0|7526.0|10217.0|11737.0|8114.0|3738.0|7526.0|5000.0|5000.0|162.0|27760.0|0
27058|170000.0|1|2|1|40|0|0|0|2|2|2|148211.0|149659.0|155442.0|162471.0|158294.0|166836.0|5400.0|8200.0|11400.0|0.0|10800.0|0.0|0
24047|230000.0|2|1|2|29|0|0|0|0|0|0|4827.0|5605.0|7719.0|7601.0|12140.0|16145.0|2000.0|3050.0|5000.0|5000.0|5000.0|5000.0|0
8469|230000.0|1|3|1|45|0|0|0|0|0|0|203135.0|208225.0|178559.0|172772.0|175057.0|177113.0|10000.0|6528.0|6000.0|6500.0|7000.0|10000.0|0
20658|30000.0|2|1|1|41|0|0|0|0|0|-2|15636.0|4542.0|4075.0|3668.0|0.0|0.0|2000.0|1000.0|1000.0|1000.0|1800.0|0.0|0
5136|260000.0|1|1|1|39|0|0|0|0|0|0|259394.0|264334.0|263431.0|253596.0|258387.0|259118.0|9876.0|10020.0|9900.0|9331.0|9307.0|9676.0|0
1780|170000.0|1|2|1|37|0|0|0|0|0|0|164240.0|167116.0|165432.0|120084.0|123439.0|107682.0|8019.0|6196.0|4300.0|5000.0|4006.0|4007.0|0
19217|30000.0|2|2|2|24|-1|-1|-1|-2|-2|-2|784.0|4184.0|0.0|0.0|0.0|0.0|4200.0|1000.0|0.0|0.0|0.0|0.0|0
27424|100000.0|2|2|1|41|0|0|0|0|0|0|111925.0|107224.0|107126.0|101859.0|79519.0|74368.0|4000.0|7000.0|3533.0|2673.0|3500.0|4303.0|0
23874|480000.0|2|1|1|50|-1|-1|-1|-1|-1|-1|14638.0|11940.0|12318.0|6295.0|5284.0|6220.0|11956.0|12331.0|6295.0|5284.0|6220.0|9104.0|0
5030|200000.0|1|3|2|33|-2|-2|-2|-2|-2|-2|655.0|270.0|880.0|0.0|0.0|0.0|270.0|880.0|0.0|0.0|0.0|0.0|0
16211|20000.0|1|3|1|52|2|0|0|0|0|0|16290.0|17301.0|19012.0|19959.0|19962.0|19988.0|1289.0|2000.0|1300.0|658.0|680.0|1000.0|0
25302|350000.0|2|1|2|30|-2|-2|-2|-2|-2|-2|856.0|187.0|375.0|187.0|242.0|184.0|187.0|376.0|187.0|243.0|184.0|828.0|0
25238|470000.0|2|2|1|27|0|0|0|0|-1|0|152478.0|62084.0|54551.0|14363.0|97440.0|90717.0|3001.0|4005.0|2021.0|97441.0|5001.0|5001.0|1
15189|80000.0|2|1|2|23|-1|-1|-2|-1|-1|-1|326.0|-326.0|0.0|652.0|0.0|326.0|0.0|652.0|652.0|0.0|326.0|652.0|0
29755|30000.0|2|2|1|27|0|0|0|0|0|0|23134.0|23302.0|22844.0|22101.0|19535.0|19580.0|1712.0|1400.0|442.0|391.0|500.0|0.0|0
24108|120000.0|1|1|1|36|2|0|0|0|2|0|117492.0|104895.0|58743.0|60469.0|57532.0|55702.0|3985.0|3000.0|5000.0|0.0|2000.0|1600.0|1
6943|140000.0|1|1|2|35|-2|-2|-2|-2|-2|-2|2000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
17704|30000.0|2|1|2|41|0|0|0|0|0|0|22346.0|26357.0|29043.0|29419.0|29848.0|29306.0|8816.0|4021.0|2000.0|5000.0|6000.0|6000.0|0
29688|300000.0|2|1|2|27|1|-2|-2|-1|-1|-2|-2.0|-2.0|0.0|876.0|0.0|0.0|874.0|876.0|876.0|0.0|0.0|0.0|0
13861|230000.0|2|3|2|27|-1|2|-1|-1|0|-1|6155.0|5650.0|3004.0|4200.0|1400.0|4222.0|500.0|3004.0|4200.0|0.0|4222.0|4649.0|1
800|260000.0|2|4|2|33|0|0|0|0|0|0|18457.0|22815.0|27086.0|27821.0|30767.0|29890.0|5000.0|5000.0|1137.0|5000.0|1085.0|5000.0|0
17335|310000.0|2|2|2|31|0|0|0|0|0|0|14015.0|15377.0|16393.0|14855.0|12662.0|9628.0|2000.0|1300.0|1461.0|1000.0|2000.0|2000.0|0
20500|360000.0|2|2|2|43|-2|-2|-2|-2|-2|-2|6088.0|17980.0|4890.0|3008.0|3920.0|19282.0|17980.0|4897.0|3008.0|3920.0|19282.0|52087.0|0
19130|20000.0|1|2|1|37|3|2|0|0|0|0|20334.0|18555.0|3455.0|4359.0|4448.0|4704.0|0.0|1096.0|1000.0|89.0|256.0|0.0|0
359|240000.0|2|1|2|28|0|0|0|0|0|0|246310.0|250252.0|250169.0|249495.0|192368.0|196585.0|10500.0|9900.0|10907.0|7000.0|8000.0|7535.0|0
10047|160000.0|1|2|1|26|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
11662|500000.0|1|1|2|51|0|0|0|0|0|0|79461.0|75952.0|77726.0|79494.0|83150.0|85805.0|3000.0|3000.0|4000.0|5000.0|4000.0|4000.0|0
9234|70000.0|1|2|3|47|0|0|0|2|0|0|27847.0|29073.0|34578.0|33723.0|35156.0|37370.0|2000.0|6000.0|0.0|2000.0|2784.0|0.0|1
17844|20000.0|2|2|2|23|0|0|0|0|0|0|16027.0|16740.0|17451.0|18141.0|18239.0|18302.0|1600.0|1600.0|1600.0|1000.0|663.0|654.0|0
8882|140000.0|2|1|1|33|0|0|0|0|0|0|27234.0|20191.0|26276.0|26847.0|21713.0|22143.0|1389.0|12000.0|915.0|788.0|791.0|821.0|0
7951|160000.0|2|2|2|30|0|0|0|0|0|0|124178.0|118255.0|111807.0|107418.0|90471.0|86363.0|4507.0|4000.0|3500.0|3300.0|3500.0|3000.0|0
3924|330000.0|1|1|1|40|0|0|0|0|0|0|309055.0|314927.0|322077.0|166654.0|170008.0|174723.0|12500.0|13306.0|6000.0|6000.0|7333.0|8000.0|0
27654|110000.0|1|1|2|40|0|0|0|0|0|0|101781.0|101811.0|105848.0|103018.0|42298.0|43464.0|3700.0|5700.0|3100.0|2000.0|2000.0|1700.0|0
17289|20000.0|2|2|2|26|-1|-1|-1|-1|-1|-2|767.0|376.0|987.0|1119.0|-222.0|-222.0|376.0|987.0|1200.0|0.0|0.0|0.0|1
13357|140000.0|2|2|1|28|0|0|0|0|0|0|131292.0|134057.0|135820.0|84829.0|86753.0|88808.0|7000.0|5820.0|3829.0|3753.0|3808.0|4744.0|0
15381|350000.0|1|3|2|36|-1|-1|-1|-1|-1|-1|9189.0|6080.0|12622.0|18103.0|13547.0|38868.0|6088.0|12635.0|18119.0|13547.0|38868.0|4650.0|0
29390|230000.0|2|1|2|28|0|-1|0|0|-1|0|15714.0|13171.0|24589.0|31111.0|60562.0|9968.0|13171.0|20015.0|11000.0|60562.0|8000.0|6059.0|0
14703|150000.0|1|1|2|26|0|0|0|2|0|0|29712.0|28045.0|31732.0|26989.0|33624.0|29786.0|3200.0|6300.0|0.0|10000.0|2000.0|2000.0|0
18463|50000.0|1|1|2|30|0|0|0|0|0|0|11787.0|9720.0|8613.0|5173.0|5593.0|0.0|1300.0|1034.0|0.0|1200.0|0.0|0.0|0
12540|130000.0|1|2|2|28|0|0|0|0|0|0|113613.0|112867.0|92617.0|94896.0|92347.0|94323.0|5847.0|3413.0|3872.0|3465.0|3627.0|5000.0|0
1298|290000.0|1|1|2|34|-1|-1|-2|-1|-1|-1|1597.0|-2002.0|-1001.0|3999.0|0.0|4483.0|0.0|0.0|5000.0|0.0|4483.0|1209.0|0
21478|60000.0|2|1|2|26|-2|-2|-2|-2|-2|-2|17873.0|5959.0|2933.0|2933.0|4933.0|1983.0|3000.0|1000.0|0.0|2000.0|0.0|13072.0|0
6380|200000.0|2|2|1|47|0|0|0|0|0|0|193229.0|197253.0|158980.0|157837.0|127528.0|119550.0|9058.0|7260.0|7367.0|4303.0|4551.0|4411.0|0
20702|130000.0|2|3|2|53|0|0|0|0|0|0|100184.0|99001.0|88214.0|90167.0|90682.0|92672.0|4700.0|3200.0|3403.0|3300.0|3500.0|3300.0|0
29295|200000.0|1|1|2|26|-1|-1|-2|-2|-2|-2|299.0|-201.0|-201.0|-201.0|-201.0|-201.0|0.0|0.0|0.0|0.0|0.0|0.0|0
14977|300000.0|2|1|2|39|-1|-1|-2|-2|-2|-2|2019.0|-1.0|-1.0|-1.0|-1.0|-1.0|1.0|0.0|0.0|0.0|0.0|2774.0|1
79|30000.0|2|1|2|26|0|0|0|0|0|-1|9417.0|4638.0|3617.0|3787.0|4820.0|914.0|3150.0|1000.0|1200.0|2000.0|914.0|7311.0|0
16098|60000.0|2|1|2|27|0|0|2|2|0|0|4262.0|7169.0|8396.0|8113.0|8971.0|10824.0|3000.0|1500.0|0.0|1000.0|2000.0|1000.0|1
7799|480000.0|2|1|2|57|-1|-1|-2|-1|-1|-1|7066.0|2328.0|4279.0|24973.0|76738.0|25108.0|6378.0|5096.0|25173.0|25896.0|25108.0|25000.0|0
25272|80000.0|1|2|1|46|0|0|0|0|0|0|79656.0|80382.0|61813.0|30457.0|30477.0|30506.0|3211.0|2800.0|1200.0|1300.0|1700.0|1700.0|0
29708|50000.0|1|2|1|36|2|2|2|2|0|0|50808.0|48287.0|47265.0|20840.0|19568.0|19812.0|0.0|3259.0|0.0|844.0|706.0|677.0|1
17206|30000.0|2|2|1|24|0|0|0|2|2|0|26755.0|27828.0|29103.0|29565.0|26319.0|27738.0|1507.0|2172.0|1523.0|0.0|2000.0|2000.0|1
26284|220000.0|1|1|1|32|-2|-2|-2|-2|-2|-2|8757.0|-2323.0|-3322.0|-3322.0|-3622.0|-2852.0|9.0|23000.0|0.0|0.0|3000.0|0.0|0
12610|400000.0|2|1|2|28|0|0|0|0|0|0|10430.0|24979.0|29925.0|25423.0|7064.0|15920.0|24030.0|14062.0|1824.0|40.0|15673.0|16694.0|0
29530|30000.0|1|3|2|42|1|2|0|0|0|0|13347.0|12843.0|13850.0|14125.0|14423.0|14516.0|0.0|1227.0|502.0|522.0|521.0|521.0|1
20584|60000.0|2|3|1|66|0|0|2|2|4|4|47350.0|51230.0|54784.0|58232.0|61670.0|65120.0|5000.0|5000.0|5000.0|5000.0|5000.0|1000.0|0
8566|50000.0|2|2|1|39|1|-2|-2|-1|-1|-1|0.0|0.0|0.0|2219.0|390.0|390.0|0.0|0.0|2219.0|390.0|390.0|390.0|0
4182|220000.0|2|1|2|29|-2|-2|-1|-1|-1|-2|-12.0|-12.0|88.0|2207.0|1577.0|-963.0|0.0|100.0|2300.0|3083.0|732.0|231.0|0
9766|320000.0|2|1|2|25|0|0|0|0|0|0|179893.0|183466.0|187397.0|187999.0|191388.0|40940.0|6558.0|7254.0|4308.0|4274.0|1296.0|1017.0|0
14278|460000.0|2|1|2|29|0|0|0|0|0|0|170894.0|160223.0|160894.0|165246.0|169983.0|173330.0|7018.0|7000.0|7002.0|8007.0|8038.0|6052.0|0
12153|130000.0|1|2|2|38|1|-2|-2|-2|-1|-1|-470.0|-470.0|-470.0|-470.0|47296.0|0.0|0.0|0.0|0.0|47766.0|0.0|0.0|0
25291|110000.0|2|3|2|32|-1|-1|-1|-1|-1|0|9943.0|9267.0|4957.0|6037.0|7628.0|2746.0|9284.0|6960.0|6055.0|7651.0|8.0|5159.0|0
6057|50000.0|1|2|2|43|0|0|0|0|0|0|50756.0|50552.0|49465.0|40020.0|10407.0|9037.0|1934.0|1917.0|2500.0|500.0|500.0|1000.0|0
16689|170000.0|2|1|1|44|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
17355|130000.0|2|2|2|26|0|0|0|0|0|0|84133.0|84458.0|62441.0|48175.0|29874.0|15525.0|2758.0|2741.0|2175.0|1874.0|1525.0|0.0|0
7124|20000.0|1|2|2|43|4|3|2|0|0|0|34213.0|30100.0|25871.0|21970.0|18669.0|19669.0|0.0|0.0|0.0|0.0|1000.0|53301.0|1
18110|50000.0|2|2|1|50|0|0|0|0|0|0|32570.0|34713.0|39803.0|41790.0|44351.0|46194.0|3000.0|6000.0|3000.0|3500.0|3500.0|1600.0|0
3101|440000.0|1|1|1|79|0|0|0|0|0|0|429309.0|437906.0|447326.0|447112.0|438187.0|447543.0|15715.0|16519.0|16513.0|15800.0|16531.0|15677.0|0
20449|120000.0|2|2|2|23|-2|-2|-2|-2|-2|-2|436.0|1476.0|475.0|804.0|245.0|100.0|1480.0|478.0|804.0|245.0|144.0|0.0|0
9776|50000.0|1|2|2|46|0|0|0|0|0|0|47772.0|46935.0|33937.0|19277.0|14563.0|17293.0|2000.0|1221.0|595.0|1000.0|3500.0|2000.0|1
26230|170000.0|2|2|1|29|0|0|0|0|0|0|56980.0|55889.0|51328.0|31541.0|47406.0|23062.0|3000.0|2236.0|2478.0|904.0|2546.0|2000.0|0
22945|50000.0|2|2|1|43|1|2|0|0|2|2|43791.0|42809.0|45085.0|48020.0|47120.0|50319.0|0.0|3000.0|4000.0|0.0|4000.0|2000.0|0
3340|220000.0|2|2|2|31|-1|-1|-2|-1|-1|-2|38746.0|0.0|0.0|110699.0|0.0|0.0|0.0|0.0|110699.0|0.0|0.0|0.0|1
9854|60000.0|1|3|2|24|0|0|0|0|2|0|58819.0|59810.0|56566.0|30627.0|30203.0|28648.0|3000.0|1768.0|3954.0|1000.0|1500.0|1200.0|0
29966|140000.0|2|1|2|31|0|0|0|0|0|0|71066.0|55271.0|50706.0|48847.0|47437.0|42576.0|2042.0|1958.0|1501.0|1619.0|1514.0|1553.0|0
10242|160000.0|2|1|1|27|0|0|0|0|0|0|146643.0|151342.0|152714.0|141957.0|140605.0|143519.0|6645.0|4844.0|6368.0|3961.0|4086.0|4280.0|0
23694|180000.0|2|2|1|37|0|0|0|0|0|0|78089.0|75159.0|76602.0|76896.0|78588.0|77770.0|3333.0|3310.0|2900.0|3040.0|3500.0|2300.0|0
8660|250000.0|1|2|2|42|0|0|0|0|0|0|212787.0|218035.0|223068.0|228051.0|233072.0|237879.0|9000.0|9000.0|9000.0|9000.0|9000.0|9000.0|0
11821|210000.0|2|1|2|30|2|-1|-1|-1|-1|-1|300.0|300.0|1159.0|2280.0|300.0|4250.0|300.0|1159.0|2280.0|300.0|4250.0|909.0|0
11759|180000.0|2|2|2|36|-1|-1|-1|-1|-1|-2|360.0|2240.0|6071.0|1554.0|0.0|0.0|2240.0|6071.0|1554.0|0.0|0.0|0.0|1
15464|50000.0|1|2|2|30|1|-1|-1|-1|0|0|0.0|676.0|-104.0|9732.0|9927.0|9339.0|676.0|0.0|10500.0|337.0|333.0|407.0|0
18455|20000.0|1|2|2|23|0|0|0|0|0|0|19178.0|18852.0|16648.0|19395.0|20271.0|20445.0|2000.0|1500.0|4000.0|2000.0|2000.0|2900.0|0
29675|500000.0|1|1|1|37|0|0|2|0|0|0|474934.0|507062.0|491956.0|430637.0|376657.0|356636.0|40024.0|325.0|15296.0|12137.0|12312.0|14113.0|0
28652|50000.0|1|2|2|32|0|0|0|0|0|0|52475.0|53600.0|55739.0|55957.0|29238.0|6119.0|2000.0|3000.0|1591.0|72.0|1134.0|73421.0|0
10606|260000.0|2|1|1|35|0|0|0|0|0|0|51133.0|60247.0|63615.0|71839.0|75506.0|78647.0|10000.0|5000.0|10000.0|5000.0|5000.0|10000.0|0
4140|200000.0|2|2|1|30|0|0|2|0|0|0|33604.0|35706.0|34064.0|30519.0|26166.0|28097.0|3000.0|1500.0|2547.0|2500.0|2500.0|3500.0|0
13005|200000.0|1|1|2|41|0|0|2|0|0|0|24720.0|20982.0|20398.0|19888.0|22713.0|19405.0|3000.0|0.0|8000.0|5000.0|3000.0|0.0|0
338|50000.0|1|3|2|46|0|0|0|0|0|-1|5942.0|5444.0|2464.0|2521.0|-1.0|167.0|1056.0|1000.0|57.0|0.0|168.0|1002.0|0
1654|360000.0|1|3|2|54|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
2725|200000.0|2|1|2|30|-2|-2|-2|-2|-2|-2|1028.0|1025.0|1613.0|2193.0|2698.0|3812.0|1030.0|1621.0|2213.0|2711.0|3831.0|2213.0|0
21802|160000.0|2|2|1|38|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
2975|390000.0|2|1|2|32|0|0|0|0|0|0|22008.0|23645.0|24947.0|26223.0|27643.0|29025.0|2000.0|2000.0|2000.0|2000.0|2000.0|2000.0|0
3463|290000.0|2|2|1|48|1|2|0|0|0|0|292907.0|285272.0|288543.0|209443.0|132211.0|133946.0|0.0|14000.0|9000.0|5000.0|5000.0|5000.0|1
26816|50000.0|1|3|2|38|0|0|0|0|0|0|50174.0|32012.0|34274.0|38668.0|40416.0|20355.0|3000.0|3000.0|5000.0|2000.0|3000.0|1200.0|0
26463|210000.0|1|1|2|30|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
25458|30000.0|2|2|1|43|0|0|0|0|2|2|27862.0|29106.0|29784.0|29884.0|27833.0|29459.0|2000.0|1500.0|2000.0|0.0|3000.0|0.0|0
18749|180000.0|2|1|2|26|0|0|0|0|0|0|60258.0|51699.0|48469.0|49553.0|49772.0|50829.0|2130.0|2200.0|2200.0|2000.0|2000.0|2100.0|0
25855|20000.0|1|2|2|35|1|2|2|2|2|2|15668.0|15119.0|17976.0|19088.0|18500.0|20712.0|0.0|3108.0|1700.0|0.0|3500.0|0.0|1
29687|230000.0|2|1|1|39|1|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
28977|270000.0|2|2|1|44|0|0|-1|0|0|0|24775.0|18018.0|15896.0|32396.0|50411.0|60957.0|10203.0|15908.0|20000.0|29000.0|22000.0|1821.0|0
22371|50000.0|1|2|2|58|4|3|2|2|2|2|51996.0|51203.0|50071.0|8086.0|8263.0|9533.0|300.0|300.0|300.0|293.0|1400.0|400.0|1
23770|130000.0|2|2|1|38|-1|-1|-1|-1|-1|-1|929.0|2876.0|423.0|2149.0|463.0|2218.0|2876.0|423.0|2149.0|463.0|2218.0|10346.0|0
1446|180000.0|2|2|1|40|0|-1|-1|-1|-1|-1|144481.0|1620.0|334.0|9379.0|1100.0|43505.0|1620.0|337.0|9379.0|1100.0|43505.0|0.0|0
16158|130000.0|1|2|2|54|0|0|0|0|-2|-2|30184.0|31795.0|31467.0|-440.0|-240.0|-240.0|2419.0|1000.0|0.0|200.0|0.0|0.0|0
10804|30000.0|1|3|2|37|0|0|0|0|0|0|22629.0|11332.0|12471.0|7985.0|13619.0|17997.0|5002.0|5003.0|7983.0|10000.0|10103.0|10106.0|0
29895|230000.0|1|1|2|30|0|0|0|0|0|0|101874.0|97302.0|97383.0|97487.0|96588.0|95221.0|8000.0|5016.0|5000.0|5000.0|5000.0|5200.0|0
6410|360000.0|1|1|2|35|0|0|0|0|0|0|10424.0|10197.0|85777.0|81919.0|75332.0|47622.0|1104.0|81970.0|3261.0|1886.0|3035.0|2068.0|0
17969|50000.0|1|3|2|38|0|0|0|0|-2|-2|4269.0|5478.0|6190.0|0.0|0.0|0.0|1288.0|1000.0|0.0|0.0|0.0|0.0|0
27366|360000.0|1|1|1|47|-1|-1|-1|0|-1|-1|1548.0|-32.0|177639.0|174397.0|4852.0|4125.0|0.0|177671.0|3508.0|4876.0|4188.0|10007.0|0
13216|50000.0|2|2|1|38|2|2|2|2|0|0|50965.0|50956.0|50603.0|49788.0|37353.0|0.0|1101.0|1500.0|39.0|1280.0|0.0|0.0|1
22294|50000.0|1|2|2|27|1|3|2|2|0|0|41322.0|40383.0|42413.0|41434.0|45567.0|61595.0|0.0|3000.0|0.0|5000.0|20000.0|0.0|0
12033|100000.0|1|2|1|30|0|0|0|0|0|-2|37218.0|33720.0|24666.0|10550.0|0.0|0.0|1641.0|1200.0|1000.0|0.0|0.0|0.0|0
22092|20000.0|2|3|1|49|0|0|0|0|0|0|12165.0|13171.0|14054.0|14900.0|15000.0|0.0|1517.0|1400.0|1200.0|300.0|0.0|0.0|0
13181|200000.0|1|1|1|36|-1|-1|-1|0|0|0|4585.0|33282.0|16175.0|104872.0|22897.0|29339.0|33485.0|16254.0|100551.0|12077.0|20182.0|21104.0|0
19707|50000.0|1|2|2|24|0|0|-2|-2|-2|-2|34500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
23876|500000.0|1|3|3|53|0|0|0|0|0|0|415022.0|421996.0|426103.0|125218.0|126650.0|114473.0|12602.0|11000.0|4711.0|6000.0|11000.0|10000.0|0
9813|180000.0|1|1|1|49|0|0|0|0|0|0|63444.0|65420.0|67722.0|70970.0|72670.0|76444.0|3000.0|4000.0|5000.0|3000.0|5000.0|5000.0|0
14089|130000.0|2|1|1|36|0|0|0|0|0|0|129689.0|107070.0|103942.0|94623.0|90556.0|92394.0|5000.0|4400.0|5000.0|4000.0|3500.0|4000.0|0
27389|120000.0|1|2|1|60|2|2|2|2|2|2|27497.0|27960.0|28996.0|29321.0|29803.0|30511.0|1200.0|1800.0|1100.0|1100.0|1350.0|1500.0|1
16129|50000.0|1|3|1|52|1|2|0|0|0|0|32119.0|29498.0|26196.0|23806.0|16818.0|14438.0|0.0|6900.0|0.0|0.0|0.0|0.0|1
913|360000.0|1|2|1|44|-2|-2|-2|-2|-2|-2|1824.0|1740.0|0.0|0.0|1499.0|4001.0|1740.0|0.0|0.0|1499.0|4001.0|203.0|0
26879|180000.0|2|2|2|33|0|0|0|-1|-1|0|10083.0|11211.0|13669.0|316.0|120961.0|123355.0|1600.0|3316.0|316.0|120961.0|5000.0|3100.0|0
401|30000.0|1|1|1|52|0|0|0|0|0|-2|14476.0|15297.0|8531.0|8020.0|-620.0|-620.0|1129.0|1152.0|1081.0|0.0|0.0|0.0|1
431|260000.0|1|3|1|39|0|0|0|0|0|0|30498.0|31500.0|31619.0|22020.0|22040.0|23061.0|1894.0|1403.0|1642.0|1053.0|2000.0|425.0|0
17182|140000.0|1|2|1|34|-1|-1|-1|-1|-1|-1|430.0|430.0|702.0|430.0|430.0|430.0|430.0|702.0|430.0|430.0|430.0|860.0|1
26936|160000.0|2|3|1|35|-1|-1|-1|-1|0|0|335.0|0.0|312.0|7736.0|7278.0|7278.0|0.0|312.0|7736.0|0.0|0.0|1470.0|0
25879|20000.0|2|2|2|25|0|0|0|0|0|0|20195.0|19638.0|17198.0|14253.0|18475.0|13878.0|1376.0|1121.0|460.0|6000.0|624.0|2000.0|0
6470|30000.0|2|2|1|42|0|0|0|0|0|0|47912.0|25023.0|25768.0|26410.0|27960.0|46254.0|1755.0|1500.0|1000.0|1909.0|1000.0|2000.0|0
26705|100000.0|1|1|2|32|-1|-1|-2|-2|-2|-2|4270.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
24262|360000.0|1|1|1|39|1|-2|-2|-2|-1|-1|0.0|0.0|0.0|0.0|691.0|7020.0|0.0|0.0|0.0|691.0|7020.0|0.0|0
16744|80000.0|1|3|2|42|0|0|2|0|0|0|11204.0|17587.0|17405.0|20207.0|23308.0|26406.0|6922.0|441.0|3450.0|3541.0|3545.0|3649.0|0
8214|50000.0|2|2|2|46|0|0|0|0|0|0|25119.0|26258.0|27199.0|18810.0|18487.0|18874.0|1559.0|1500.0|1400.0|1000.0|684.0|716.0|1
14153|70000.0|2|2|2|26|0|0|0|0|0|-1|50680.0|51256.0|47394.0|7879.0|-1940.0|27545.0|2000.0|1500.0|0.0|0.0|30000.0|656.0|0
20256|230000.0|2|2|2|30|-2|-2|-2|-2|-2|-2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0
5757|20000.0|1|5|1|28|0|0|0|-2|-2|-2|9278.0|10400.0|0.0|0.0|0.0|0.0|1400.0|0.0|0.0|0.0|0.0|0.0|0
23085|200000.0|2|1|1|33|-2|-2|-1|0|0|-1|0.0|225.0|5628.0|5540.0|16378.0|4850.0|225.0|5628.0|23.0|16378.0|4850.0|2255.0|0
6385|120000.0|2|2|1|25|0|0|0|0|0|0|30925.0|73143.0|73130.0|74898.0|76779.0|79594.0|43272.0|3120.0|2888.0|3001.0|4500.0|2500.0|0
15285|300000.0|2|3|1|42|-1|-1|-2|-2|-1|-1|885.0|0.0|0.0|0.0|494.0|0.0|0.0|0.0|0.0|494.0|0.0|138.0|0
29934|290000.0|2|2|1|39|0|0|0|0|2|2|296002.0|284025.0|278422.0|283034.0|284430.0|294131.0|12000.0|11600.0|12628.0|8000.0|16600.0|4000.0|1
20069|260000.0|2|3|2|49|-2|-2|-2|-2|-2|-2|-5684.0|211466.0|200304.0|2735.0|316.0|305.0|217773.0|200304.0|2759.0|316.0|305.0|2596.0|0
24980|50000.0|2|3|2|58|0|0|0|0|0|0|24885.0|26250.0|26955.0|27647.0|28149.0|28940.0|1772.0|1447.0|1139.0|1100.0|1262.0|1009.0|0
25815|360000.0|2|2|1|48|-2|-2|-2|-2|-2|-2|2500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
16940|60000.0|1|2|1|31|0|0|2|0|0|0|55831.0|60430.0|58906.0|59210.0|44521.0|31497.0|8660.0|0.0|2150.0|800.0|1000.0|1781.0|0
